N ,FRDM,relativistic continuum Hartree-Bogoliubov theory ,exp_energy,calculated_enery,P_e,R_n,R_p,S_n1,S_n2155,1916.58,None,None,1925.767348,-260.939817,6.206504,6.156925,8.236448999999993,16.60370899999998
207,2218.77,2207.76,None,2199.540922,-261.708638,6.645259,6.382838,2.8041470000002846,5.67817500000001
208,2222.77,2211.84,None,2202.276286,-262.122354,6.654567,6.388593,2.735363999999663,5.539510999999948
209,2225.5,2214.43,None,2204.94387,-262.458958,6.663829,6.394332,2.667584000000261,5.402947999999924
210,2229.37,2218.49,None,2207.544607,-262.718848,6.673046,6.400053,2.6007369999997536,5.2683210000000145
211,2232.06,2221.0,None,2210.079347,-262.902411,6.682216,6.405756,2.534740000000056,5.13547699999981
212,2235.91,2225.05,None,2212.54886,-263.010568,6.691339,6.411438,2.4695130000000063,5.0042530000000625
213,2238.46,2227.49,None,2214.953866,-263.044077,6.700415,6.417099,2.4050059999999576,4.874518999999964
214,2242.15,2231.54,None,2217.294987,-263.004302,6.709444,6.422737,2.341121000000385,4.746127000000342
215,2244.55,2233.9,None,2219.572813,-262.892321,6.718425,6.428351,2.2778260000000046,4.618947000000389
216,2248.23,2237.95,None,2221.787843,-262.7098,6.727358,6.43394,2.2150299999998424,4.492855999999847
217,2250.52,2240.3,None,2223.940542,-262.458093,6.736244,6.439503,2.152698999999757,4.367728999999599
218,2253.98,2244.29,None,2226.031295,-262.139111,6.745082,6.445039,2.0907529999999497,4.2434519999997065
219,2256.07,2246.62,None,2228.060445,-261.754529,6.753872,6.450547,2.0291500000002998,4.1199030000002494
220,2259.52,2250.56,None,2230.028276,-261.306417,6.762614,6.456025,1.9678309999999328,3.9969810000002326
221,2261.7,2252.86,None,2231.935022,-260.796729,6.771309,6.461473,1.906746000000112,3.874577000000045
222,2265.16,2256.75,None,2233.780864,-260.22775,6.779956,6.466889,1.8458419999997204,3.7525879999998324
223,2267.59,2259.01,None,2235.565927,-259.601697,6.788556,6.472273,1.7850630000002639,3.6309049999999843
224,2271.24,2262.86,None,2237.290304,-258.921073,6.797109,6.477622,1.724377000000004,3.509440000000268
225,2273.53,2265.05,None,2238.954023,-258.188375,6.805614,6.482937,1.6637189999996735,3.3880959999996776
226,None,2268.88,None,2240.557083,-257.406344,6.814072,6.488216,1.6030600000003687,3.2667790000000423
227,None,2271.09,None,2242.099421,-256.57777,6.822484,6.493458,1.542337999999745,3.145398000000114
228,None,2274.78,None,2243.580949,-255.705661,6.830848,6.498662,1.481528000000253,3.023865999999998
229,None,2277.06,None,2245.001529,-254.793125,6.839166,6.503827,1.4205799999999726,2.9021080000002257
230,None,2280.54,None,2246.360977,-253.843464,6.847438,6.508951,1.359447999999702,2.7800279999996746
231,None,2282.84,None,2247.659085,-252.86013,6.855664,6.514035,1.2981079999999565,2.6575559999996585
232,None,2286.17,None,2248.895595,-251.846747,6.863845,6.519078,1.2365100000001803,2.534618000000137
233,None,2288.46,None,2250.070236,-250.807153,6.87198,6.524078,1.174641000000065,2.4111510000002454
234,None,2291.69,None,2251.182683,-249.74531,6.880071,6.529035,1.1124469999999747,2.2870880000000398
235,None,2293.94,None,2252.232601,-248.665488,6.888118,6.533949,1.0499180000001616,2.162365000000136
236,None,2297.1,None,2253.219625,-247.572002,6.896122,6.53882,0.9870240000000194,2.036942000000181
237,None,2299.24,None,2254.14336,-246.469346,6.904083,6.543648,0.9237349999998514,1.9107589999998709
238,None,2302.34,None,2255.003405,-245.362961,6.912004,6.548432,0.8600449999999,1.7837799999997515
239,None,2304.34,None,2255.799346,-244.257046,6.919885,6.553175,0.795940999999857,1.655985999999757
240,None,2307.19,None,2256.530751,-243.1578,6.927727,6.557877,0.7314049999999952,1.5273459999998522
241,None,2309.12,None,2257.197199,-242.069786,6.935533,6.562538,0.6664480000004005,1.3978530000003957
242,None,2311.81,None,2257.79826,-240.999635,6.943305,6.567162,0.6010609999998451,1.2675090000002456
243,None,2313.68,None,2258.333512,-239.952337,6.951044,6.57175,0.5352520000001277,1.1363129999999728
244,None,2316.32,None,2258.802565,-238.934774,6.958753,6.576304,0.46905299999980343,1.0043049999999312
245,None,2318.11,None,2259.205038,-237.952304,6.966435,6.580829,0.4024730000001,0.8715259999999034
246,None,2320.73,None,2259.540585,-237.011874,6.974093,6.585326,0.33554700000013327,0.7380200000002333
247,None,2322.52,None,2259.808903,-236.118939,6.98173,6.589801,0.26831799999990835,0.6038650000000416
248,None,2325.04,None,2260.009732,-235.280304,6.989349,6.594257,0.20082899999988513,0.4691469999997935
249,None,2326.82,None,2260.142876,-234.501062,6.996954,6.598699,0.133143999999902,0.33397299999978713
250,None,2329.24,None,2260.208201,-233.787763,7.004548,6.603132,0.06532500000002983,0.19846899999993184
251,None,2330.96,None,2260.205647,-233.144194,7.012135,6.607561,-0.002553999999690859,0.06277100000033897
252,None,2333.33,None,2260.13525,-232.575411,7.019719,6.611991,-0.07039700000041194,-0.0729510000001028
253,None,2335.05,None,2259.997112,-232.084653,7.027302,6.616426,-0.13813799999979892,-0.20853500000021086
254,None,2337.24,None,2259.791454,-231.674867,7.034888,6.620873,-0.20565799999985757,-0.3437959999996565
255,None,2338.92,None,2259.518587,-231.34728,7.042479,6.625335,-0.272867000000133,-0.47852499999999054
256,None,2340.97,None,2259.17893,-231.102605,7.050078,6.629817,-0.33965699999998833,-0.6125240000001213
257,None,2342.69,None,2258.772991,-230.939692,7.057686,6.634323,-0.40593900000021677,-0.7455960000002051
258,None,2344.51,None,2258.3014,-230.856796,7.065304,6.638855,-0.47159099999998944,-0.8775300000002062
259,None,2343.87,None,2257.764854,-230.850351,7.072933,6.643416,-0.5365459999998166,-1.008136999999806
260,None,2344.22,None,2257.164169,-230.916337,7.080573,6.648009,-0.6006849999998849,-1.1372309999997015
